TIC_ID,Rejection_Reason
182943944,"Stellar Radius Regime: R_p=1048.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8537K exceeds 4000K — likely stellar variability | Transit duration 54.4h is >20% of orbital period (10.00d) | Secondary eclipse detected at phase 0.5 (depth=0.133%, significance=2.32 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
439942982,"Stellar Radius Regime: R_p=566.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 5761K exceeds 4000K — likely stellar variability | Transit duration 28.4h is >20% of orbital period (5.92d) | Secondary eclipse detected at phase 0.5 (depth=0.122%, significance=2.004 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
382602147,"Stellar Radius Regime: R_p=993.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8537K exceeds 4000K — likely stellar variability | Transit duration 115.2h is >20% of orbital period (10.00d) | Secondary eclipse detected at phase 0.5 (depth=0.088%, significance=2.13 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
229650439,Stellar Radius Regime: R_p=332.2 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
229770036,"Stellar Radius Regime: R_p=1086.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8537K exceeds 4000K — likely stellar variability | Transit duration 89.6h is >20% of orbital period (10.00d) | Secondary eclipse detected at phase 0.5 (depth=0.129%, significance=2.452 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
88485645,"Stellar Radius Regime: R_p=994.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8537K exceeds 4000K — likely stellar variability | Transit duration 115.2h is >20% of orbital period (10.00d) | Secondary eclipse detected at phase 0.5 (depth=0.115%, significance=2.532 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
132534906,"Stellar Radius Regime: R_p=995.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8537K exceeds 4000K — likely stellar variability | Transit duration 118.4h is >20% of orbital period (10.00d) | Secondary eclipse detected at phase 0.5 (depth=0.110%, significance=2.935 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
376740324,"Stellar Radius Regime: R_p=994.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8537K exceeds 4000K — likely stellar variability | Transit duration 116.8h is >20% of orbital period (10.00d) | Secondary eclipse detected at phase 0.5 (depth=0.106%, significance=2.81 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
165682741,"Stellar Radius Regime: R_p=1039.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7622K exceeds 4000K — likely stellar variability | Transit duration 76.4h is >20% of orbital period (14.05d) | Secondary eclipse detected at phase 0.5 (depth=0.140%, significance=2.597 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
361413119,Stellar Radius Regime: R_p=294.3 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
261136679,Stellar Radius Regime: R_p=628.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 5979K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,Stellar Radius Regime: R_p=982.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7283K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
1712954983,Stellar Radius Regime: R_p=1014.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6685K exceeds 4000K — likely stellar variability | Transit duration 106.6h is >20% of orbital period (20.82d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
318491006,Stellar Radius Regime: R_p=994.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8837K exceeds 4000K — likely stellar variability | Transit duration 41.8h is >20% of orbital period (7.68d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
190081497,"Stellar Radius Regime: R_p=994.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7686K exceeds 4000K — likely stellar variability | Transit duration 157.8h is >20% of orbital period (13.70d) | Secondary eclipse detected at phase 0.5 (depth=0.111%, significance=2.771 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
4729001,"Stellar Radius Regime: R_p=971.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6727K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.136%, significance=2.146 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
32949762,"Stellar Radius Regime: R_p=993.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 10756K exceeds 4000K — likely stellar variability | Transit duration 59.2h is >20% of orbital period (5.00d) | Secondary eclipse detected at phase 0.5 (depth=0.100%, significance=2.317 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
261136679,Stellar Radius Regime: R_p=993.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7330K exceeds 4000K — likely stellar variability | Transit duration 75.8h is >20% of orbital period (15.80d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
229536616,Stellar Radius Regime: R_p=888.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7646K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,Stellar Radius Regime: R_p=60.2 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
260304296,"Stellar Radius Regime: R_p=374.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 4427K exceeds 4000K — likely stellar variability | Transit duration 17.9h is >20% of orbital period (3.29d) | Secondary eclipse detected at phase 0.5 (depth=0.111%, significance=2.017 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
48178229,Stellar Radius Regime: R_p=1048.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7537K exceeds 4000K — likely stellar variability | Transit duration 79.0h is >20% of orbital period (14.53d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
71396541,Stellar Radius Regime: R_p=994.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7686K exceeds 4000K — likely stellar variability | Transit duration 160.0h is >20% of orbital period (13.70d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
318491006,"Stellar Radius Regime: R_p=310.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Secondary eclipse detected at phase 0.5 (depth=0.132%, significance=2.069 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,Stellar Radius Regime: R_p=292.9 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
100100827,Stellar Radius Regime: R_p=55.6 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,Stellar Radius Regime: R_p=66.0 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
260304296,"Stellar Radius Regime: R_p=321.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 15.8h is >20% of orbital period (3.29d) | Secondary eclipse detected at phase 0.5 (depth=0.145%, significance=2.355 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
318491006,"Stellar Radius Regime: R_p=390.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 4121K exceeds 4000K — likely stellar variability | Transit duration 18.8h is >20% of orbital period (3.92d) | Secondary eclipse detected at phase 0.5 (depth=0.136%, significance=2.224 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
432758245,"Stellar Radius Regime: R_p=1156.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8583K exceeds 4000K — likely stellar variability | Transit duration 53.5h is >20% of orbital period (9.84d) | Secondary eclipse detected at phase 0.5 (depth=0.111%, significance=2.059 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
229536616,"Stellar Radius Regime: R_p=108.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Secondary eclipse detected at phase 0.5 (depth=0.128%, significance=2.028 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,"Stellar Radius Regime: R_p=510.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 5059K exceeds 4000K — likely stellar variability | Transit duration 22.5h is >20% of orbital period (4.40d) | Secondary eclipse detected at phase 0.5 (depth=0.123%, significance=2.252 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
190081497,"Stellar Radius Regime: R_p=1095.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7686K exceeds 4000K — likely stellar variability | Transit duration 155.6h is >20% of orbital period (13.70d) | Secondary eclipse detected at phase 0.5 (depth=0.092%, significance=2.533 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
4729001,Stellar Radius Regime: R_p=1083.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6727K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
32949762,"Stellar Radius Regime: R_p=1095.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 10756K exceeds 4000K — likely stellar variability | Transit duration 56.8h is >20% of orbital period (5.00d) | Secondary eclipse detected at phase 0.5 (depth=0.108%, significance=2.219 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
374741750,Stellar Radius Regime: R_p=1091.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6826K exceeds 4000K — likely stellar variability | Transit duration 93.9h is >20% of orbital period (19.56d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
48178229,"Stellar Radius Regime: R_p=1072.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7537K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.134%, significance=2.235 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
71396541,Stellar Radius Regime: R_p=1095.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7686K exceeds 4000K — likely stellar variability | Transit duration 160.0h is >20% of orbital period (13.70d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
317594531,Stellar Radius Regime: R_p=1082.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7858K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
176685457,Stellar Radius Regime: R_p=1155.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7606K exceeds 4000K — likely stellar variability | Transit duration 76.9h is >20% of orbital period (14.14d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
26054627,"Stellar Radius Regime: R_p=1146.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7002K exceeds 4000K — likely stellar variability | Transit duration 98.6h is >20% of orbital period (18.13d) | Secondary eclipse detected at phase 0.5 (depth=0.145%, significance=2.519 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
219850915,Stellar Radius Regime: R_p=933.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7641K exceeds 4000K — likely stellar variability | Transit duration 40.2h is >20% of orbital period (8.37d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
230386397,"Stellar Radius Regime: R_p=1124.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6747K exceeds 4000K — likely stellar variability | Transit duration 103.7h is >20% of orbital period (20.26d) | Secondary eclipse detected at phase 0.5 (depth=0.123%, significance=2.153 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
159400561,Stellar Radius Regime: R_p=1085.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6723K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
229650439,Stellar Radius Regime: R_p=1012.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7258K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
141608198,"Stellar Radius Regime: R_p=317.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 14.2h is >20% of orbital period (2.61d) | Secondary eclipse detected at phase 0.5 (depth=0.130%, significance=2.051 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
220475245,Stellar Radius Regime: R_p=1155.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7907K exceeds 4000K — likely stellar variability | Transit duration 68.5h is >20% of orbital period (12.59d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
341420329,"Stellar Radius Regime: R_p=1032.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6894K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.148%, significance=2.859 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
20375215,"Stellar Radius Regime: R_p=215.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Secondary eclipse detected at phase 0.5 (depth=0.126%, significance=2.172 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,Stellar Radius Regime: R_p=510.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 5059K exceeds 4000K — likely stellar variability | Transit duration 22.5h is >20% of orbital period (4.40d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
382200953,"Stellar Radius Regime: R_p=344.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Secondary eclipse detected at phase 0.5 (depth=0.139%, significance=2.228 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
261136679,Stellar Radius Regime: R_p=858.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7197K exceeds 4000K — likely stellar variability | Transit duration 37.3h is >20% of orbital period (7.78d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
425934411,"Stellar Radius Regime: R_p=401.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6449K exceeds 4000K — likely stellar variability | Transit duration 11.9h is >20% of orbital period (1.01d) | Grazing geometry detected (impact parameter b=2.03 > 0.9). | Secondary eclipse detected at phase 0.5 (depth=0.090%, significance=2.236 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
14193736,Stellar Radius Regime: R_p=599.6 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
14193736,Stellar Radius Regime: R_p=203.6 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
229536616,"Stellar Radius Regime: R_p=139.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 7.3h is >20% of orbital period (1.43d) | Secondary eclipse detected at phase 0.5 (depth=0.130%, significance=2.433 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
318491006,"Stellar Radius Regime: R_p=445.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 4605K exceeds 4000K — likely stellar variability | Transit duration 20.1h is >20% of orbital period (3.92d) | Secondary eclipse detected at phase 0.5 (depth=0.121%, significance=2.354 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
260304296,"Stellar Radius Regime: R_p=320.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 15.8h is >20% of orbital period (3.29d) | Secondary eclipse detected at phase 0.5 (depth=0.119%, significance=2.129 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,Stellar Radius Regime: R_p=149.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 30.5h is >20% of orbital period (6.36d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,"Stellar Radius Regime: R_p=150.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 32.6h is >20% of orbital period (6.36d) | Secondary eclipse detected at phase 0.5 (depth=0.136%, significance=2.442 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,Stellar Radius Regime: R_p=151.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 32.6h is >20% of orbital period (6.36d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,Stellar Radius Regime: R_p=137.3 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,"Secondary eclipse detected at phase 0.5 (depth=0.122%, significance=2.086 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,"Secondary eclipse detected at phase 0.5 (depth=0.138%, significance=2.175 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,"Stellar Radius Regime: R_p=156.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 34.6h is >20% of orbital period (6.36d) | Secondary eclipse detected at phase 0.5 (depth=0.131%, significance=2.14 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,"Transit duration 23.0h is >20% of orbital period (4.23d) | Secondary eclipse detected at phase 0.5 (depth=0.142%, significance=2.234 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
382200953,"Stellar Radius Regime: R_p=1147.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7475K exceeds 4000K — likely stellar variability | Transit duration 81.0h is >20% of orbital period (14.90d) | Secondary eclipse detected at phase 0.5 (depth=0.139%, significance=2.204 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
229536616,"Transit duration 7.8h is >20% of orbital period (1.43d) | Secondary eclipse detected at phase 0.5 (depth=0.122%, significance=2.227 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
241569046,"Stellar Radius Regime: R_p=87.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 4.8h is >20% of orbital period (0.94d) | Secondary eclipse detected at phase 0.5 (depth=0.121%, significance=2.134 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
241569046,"Radius remains <12 R_earth after batman fit. Aperture mask may be too small, cutting off transit edges. | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
241569046,"Radius remains <12 R_earth after batman fit. Aperture mask may be too small, cutting off transit edges. | Secondary eclipse detected at phase 0.5 (depth=0.122%, significance=2.002 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
241569046,Stellar Radius Regime: R_p=101.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=1.49 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,Stellar Radius Regime: R_p=101.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=1.50 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
229536616,Stellar Radius Regime: R_p=52.8 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,"Transit duration 5.1h is >20% of orbital period (0.94d) | Secondary eclipse detected at phase 0.5 (depth=0.125%, significance=2.224 sigma). | Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
241569046,"Secondary eclipse detected at phase 0.5 (depth=0.131%, significance=2.003 sigma). | Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
229536616,"Transit duration 6.9h is >20% of orbital period (1.43d) | Secondary eclipse detected at phase 0.5 (depth=0.128%, significance=2.316 sigma). | Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
241569046,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
231615731,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,Radius 21.9 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=1369K | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,Radius 21.6 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=1369K | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
452464529,Stellar Radius Regime: R_p=1150.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7004K exceeds 4000K — likely stellar variability | Transit duration 98.5h is >20% of orbital period (18.11d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
261136679,Radius 21.6 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=668K | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
261136679,Grazing geometry detected (impact parameter b=0.94 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
229536616,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
264301607,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
425934411,"Stellar Radius Regime: R_p=116.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 11.6h is >20% of orbital period (1.01d) | Secondary eclipse detected at phase 0.5 (depth=0.121%, significance=2.64 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
425934411,Stellar Radius Regime: R_p=38.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=1.10 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
14193736,"Transit duration 12.1h is >20% of orbital period (2.52d) | Secondary eclipse detected at phase 0.5 (depth=0.119%, significance=2.085 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
318491006,Stellar Radius Regime: R_p=23.0 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
260304296,"Transit duration 16.8h is >20% of orbital period (3.29d) | Secondary eclipse detected at phase 0.5 (depth=0.144%, significance=2.386 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
261136679,Radius 21.6 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=517K | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
100100827,"Secondary eclipse detected at phase 0.5 (depth=0.117%, significance=2.077 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
425934411,"Stellar Radius Regime: R_p=29.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 43.5h is >20% of orbital period (3.94d) | Secondary eclipse detected at phase 0.5 (depth=0.099%, significance=2.212 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
138727432,Equilibrium temperature 4289K exceeds 4000K — likely stellar variability | Transit duration 18.4h is >20% of orbital period (3.59d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
365952328,Stellar Radius Regime: R_p=24.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6518K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231545620,"Stellar Radius Regime: R_p=1030.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7799K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.111%, significance=2.032 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
291555748,"Stellar Radius Regime: R_p=1155.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8508K exceeds 4000K — likely stellar variability | Transit duration 55.0h is >20% of orbital period (10.10d) | Secondary eclipse detected at phase 0.5 (depth=0.135%, significance=2.195 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
296780789,Stellar Radius Regime: R_p=1082.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6586K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
139198430,Stellar Radius Regime: R_p=1105.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8247K exceeds 4000K — likely stellar variability | Transit duration 53.2h is >20% of orbital period (11.09d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
166834768,"Stellar Radius Regime: R_p=1122.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8098K exceeds 4000K — likely stellar variability | Transit duration 60.0h is >20% of orbital period (11.72d) | Secondary eclipse detected at phase 0.5 (depth=0.117%, significance=2.124 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
123898871,Stellar Radius Regime: R_p=1080.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7454K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
94609570,"Radius 21.3 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 5791K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.145%, significance=2.218 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
300600000,Stellar Radius Regime: R_p=568.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8300K exceeds 4000K — likely stellar variability | Transit duration 17.0h is >20% of orbital period (1.50d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
10000000,Radius 15.3 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 5021K exceeds 4000K — likely stellar variability | Transit duration 24.0h is >20% of orbital period (5.00d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
